run_id,request_id,request_num,latency,timestamp
1692914445,1692914445-1,1,2847.04327583313,2023-08-24 15:00:48
1692914445,1692914445-2,2,1112.992763519287,2023-08-24 15:00:49
1692914445,1692914445-3,3,2832.498788833618,2023-08-24 15:00:52
1692914445,1692914445-4,4,2828.5131454467773,2023-08-24 15:00:54
1692914445,1692914445-5,5,2831.115961074829,2023-08-24 15:00:57
1692914445,1692914445-6,6,2856.8296432495117,2023-08-24 15:01:00
1692914445,1692914445-7,7,2812.6025199890137,2023-08-24 15:01:03
1692914445,1692914445-8,8,2819.7762966156006,2023-08-24 15:01:06
1692914445,1692914445-9,9,2649.9338150024414,2023-08-24 15:01:08
1692914445,1692914445-10,10,2766.651391983032,2023-08-24 15:01:11
1692914445,1692914445-11,11,2764.9426460266113,2023-08-24 15:01:14
1692914445,1692914445-12,12,2824.967622756958,2023-08-24 15:01:17
1692914445,1692914445-13,13,1443.6671733856201,2023-08-24 15:01:18
1692914445,1692914445-14,14,2825.3908157348633,2023-08-24 15:01:21
1692914445,1692914445-15,15,2796.0288524627686,2023-08-24 15:01:24
1692914445,1692914445-16,16,2829.7677040100098,2023-08-24 15:01:27
1692914445,1692914445-17,17,2814.603328704834,2023-08-24 15:01:29
1692914445,1692914445-18,18,2839.106321334839,2023-08-24 15:01:32
1692914445,1692914445-19,19,2845.1807498931885,2023-08-24 15:01:35
1692914445,1692914445-20,20,2855.6835651397705,2023-08-24 15:01:38
1692914445,1692914445-21,21,2933.473587036133,2023-08-24 15:01:41
1692914445,1692914445-22,22,2820.000410079956,2023-08-24 15:01:44
1692914445,1692914445-23,23,2737.7195358276367,2023-08-24 15:01:46
1692914445,1692914445-24,24,2849.0047454833984,2023-08-24 15:01:49
1692914445,1692914445-25,25,2775.6218910217285,2023-08-24 15:01:52
1692914445,1692914445-26,26,2791.3026809692383,2023-08-24 15:01:55
1692914445,1692914445-27,27,2746.7923164367676,2023-08-24 15:01:58
1692914445,1692914445-28,28,2725.3291606903076,2023-08-24 15:02:00
1692914445,1692914445-29,29,2792.1154499053955,2023-08-24 15:02:03
1692914445,1692914445-30,30,2861.010789871216,2023-08-24 15:02:06
1692914445,1692914445-31,31,2877.021551132202,2023-08-24 15:02:09
1692914445,1692914445-32,32,2843.897819519043,2023-08-24 15:02:12
1692914445,1692914445-33,33,2841.7394161224365,2023-08-24 15:02:15
1692914445,1692914445-34,34,2808.7356090545654,2023-08-24 15:02:17
1692914445,1692914445-35,35,2815.0887489318848,2023-08-24 15:02:20
1692914445,1692914445-36,36,2846.707820892334,2023-08-24 15:02:23
1692914445,1692914445-37,37,2830.4190635681152,2023-08-24 15:02:26
1692914445,1692914445-38,38,1767.409324645996,2023-08-24 15:02:28
1692914445,1692914445-39,39,2768.239974975586,2023-08-24 15:02:30
1692914445,1692914445-40,40,2783.679962158203,2023-08-24 15:02:33
1692914445,1692914445-41,41,2775.2108573913574,2023-08-24 15:02:36
1692914445,1692914445-42,42,2781.0840606689453,2023-08-24 15:02:39
1692914445,1692914445-43,43,2767.3749923706055,2023-08-24 15:02:42
1692914445,1692914445-44,44,1108.7989807128906,2023-08-24 15:02:43
1692914445,1692914445-45,45,2750.2951622009277,2023-08-24 15:02:45
1692914445,1692914445-46,46,2724.184989929199,2023-08-24 15:02:48
1692914445,1692914445-47,47,2725.853681564331,2023-08-24 15:02:51
1692914445,1692914445-48,48,2777.259349822998,2023-08-24 15:02:54
1692914445,1692914445-49,49,2772.74227142334,2023-08-24 15:02:56
1692914445,1692914445-50,50,2766.517400741577,2023-08-24 15:02:59
1692914445,1692914445-51,51,2723.4737873077393,2023-08-24 15:03:02
1692914445,1692914445-52,52,2813.821315765381,2023-08-24 15:03:05
1692914445,1692914445-53,53,2726.2773513793945,2023-08-24 15:03:07
1692914445,1692914445-54,54,2730.877161026001,2023-08-24 15:03:10
1692914445,1692914445-55,55,2736.387252807617,2023-08-24 15:03:13
1692914445,1692914445-56,56,2710.7272148132324,2023-08-24 15:03:16
