run_id,request_id,request_num,latency,timestamp
1692909409,1692909409-1,1,2782.2811603546143,2023-08-24 13:36:52
1692909409,1692909409-2,2,3323.399305343628,2023-08-24 13:36:55
1692909409,1692909409-3,3,2809.006690979004,2023-08-24 13:36:58
1692909409,1692909409-4,4,2623.2707500457764,2023-08-24 13:37:01
1692909409,1692909409-5,5,2648.829460144043,2023-08-24 13:37:04
1692909409,1692909409-6,6,2609.7755432128906,2023-08-24 13:37:06
1692909409,1692909409-7,7,2624.6304512023926,2023-08-24 13:37:09
1692909409,1692909409-8,8,3175.0669479370117,2023-08-24 13:37:12
1692909409,1692909409-9,9,2657.257318496704,2023-08-24 13:37:15
1692909409,1692909409-10,10,2657.4299335479736,2023-08-24 13:37:17
1692909409,1692909409-11,11,2718.1596755981445,2023-08-24 13:37:20
1692909409,1692909409-12,12,2672.0821857452393,2023-08-24 13:37:23
1692909409,1692909409-13,13,2792.1879291534424,2023-08-24 13:37:25
1692909409,1692909409-14,14,2625.2548694610596,2023-08-24 13:37:28
1692909409,1692909409-15,15,2646.9109058380127,2023-08-24 13:37:31
1692909409,1692909409-16,16,2624.866724014282,2023-08-24 13:37:33
1692909409,1692909409-17,17,3014.289379119873,2023-08-24 13:37:36
1692909409,1692909409-18,18,2642.1663761138916,2023-08-24 13:37:39
1692909409,1692909409-19,19,2631.075143814087,2023-08-24 13:37:42
1692909409,1692909409-20,20,2604.830026626587,2023-08-24 13:37:44
1692909409,1692909409-21,21,2697.298765182495,2023-08-24 13:37:47
1692909409,1692909409-22,22,2609.854221343994,2023-08-24 13:37:50
1692909409,1692909409-23,23,2621.96683883667,2023-08-24 13:37:52
1692909409,1692909409-24,24,2653.088092803955,2023-08-24 13:37:55
1692909409,1692909409-25,25,3166.0165786743164,2023-08-24 13:37:58
1692909409,1692909409-26,26,3119.36616897583,2023-08-24 13:38:01
1692909409,1692909409-27,27,2683.039426803589,2023-08-24 13:38:04
1692909409,1692909409-28,28,2628.0462741851807,2023-08-24 13:38:06
1692909409,1692909409-29,29,2618.8929080963135,2023-08-24 13:38:09
1692909409,1692909409-30,30,2580.7323455810547,2023-08-24 13:38:12
1692909409,1692909409-31,31,2697.06392288208,2023-08-24 13:38:14
1692909409,1692909409-32,32,2622.8420734405518,2023-08-24 13:38:17
1692909409,1692909409-33,33,2615.264892578125,2023-08-24 13:38:20
1692909409,1692909409-34,34,2994.1301345825195,2023-08-24 13:38:23
1692909409,1692909409-35,35,2632.6677799224854,2023-08-24 13:38:25
1692909409,1692909409-36,36,2610.6090545654297,2023-08-24 13:38:28
1692909409,1692909409-37,37,3345.62087059021,2023-08-24 13:38:31
1692909409,1692909409-38,38,2870.1465129852295,2023-08-24 13:38:34
1692909409,1692909409-39,39,2689.668655395508,2023-08-24 13:38:37
1692909409,1692909409-40,40,2601.9623279571533,2023-08-24 13:38:39
1692909409,1692909409-41,41,2832.5746059417725,2023-08-24 13:38:42
1692909409,1692909409-42,42,2734.731912612915,2023-08-24 13:38:45
1692909409,1692909409-43,43,2711.5280628204346,2023-08-24 13:38:48
1692909409,1692909409-44,44,2669.056177139282,2023-08-24 13:38:50
1692909409,1692909409-45,45,2711.749315261841,2023-08-24 13:38:53
1692909409,1692909409-46,46,2674.8409271240234,2023-08-24 13:38:56
1692909409,1692909409-47,47,2552.6957511901855,2023-08-24 13:38:58
1692909409,1692909409-48,48,2592.8425788879395,2023-08-24 13:39:01
1692909409,1692909409-49,49,2674.091339111328,2023-08-24 13:39:03
1692909409,1692909409-50,50,2611.0620498657227,2023-08-24 13:39:06
1692909409,1692909409-51,51,2660.350561141968,2023-08-24 13:39:09
1692909409,1692909409-52,52,2597.4113941192627,2023-08-24 13:39:11
1692909409,1692909409-53,53,3334.1550827026367,2023-08-24 13:39:15
1692909409,1692909409-54,54,2673.8462448120117,2023-08-24 13:39:17
1692909409,1692909409-55,55,2650.444269180298,2023-08-24 13:39:20
1692909409,1692909409-56,56,2643.325090408325,2023-08-24 13:39:23
1692909409,1692909409-57,57,2616.5008544921875,2023-08-24 13:39:25
1692909409,1692909409-58,58,2609.7073554992676,2023-08-24 13:39:28
1692909409,1692909409-59,59,2673.3908653259277,2023-08-24 13:39:31
1692909409,1692909409-60,60,3042.5777435302734,2023-08-24 13:39:34
1692909409,1692909409-61,61,2629.638433456421,2023-08-24 13:39:36
1692909409,1692909409-62,62,2762.200355529785,2023-08-24 13:39:39
1692909409,1692909409-63,63,2614.2401695251465,2023-08-24 13:39:42
1692909409,1692909409-64,64,2602.3950576782227,2023-08-24 13:39:44
1692909409,1692909409-65,65,2789.464235305786,2023-08-24 13:39:47
1692909409,1692909409-66,66,3011.277198791504,2023-08-24 13:39:50
1692909409,1692909409-67,67,2688.06529045105,2023-08-24 13:39:53
1692909409,1692909409-68,68,2957.1385383605957,2023-08-24 13:39:56
1692909409,1692909409-69,69,2614.6774291992188,2023-08-24 13:39:58
1692909409,1692909409-70,70,2694.551467895508,2023-08-24 13:40:01
1692909409,1692909409-71,71,2856.069564819336,2023-08-24 13:40:04
1692909409,1692909409-72,72,2590.627431869507,2023-08-24 13:40:06
1692909409,1692909409-73,73,2612.5054359436035,2023-08-24 13:40:09
1692909409,1692909409-74,74,2688.2991790771484,2023-08-24 13:40:12
1692909409,1692909409-75,75,3224.079132080078,2023-08-24 13:40:15
1692909409,1692909409-76,76,2629.2591094970703,2023-08-24 13:40:18
1692909409,1692909409-77,77,2612.0924949645996,2023-08-24 13:40:20
1692909409,1692909409-78,78,2634.065866470337,2023-08-24 13:40:23
1692909409,1692909409-79,79,2639.057397842407,2023-08-24 13:40:25
1692909409,1692909409-80,80,2641.623020172119,2023-08-24 13:40:28
1692909409,1692909409-81,81,2641.0646438598633,2023-08-24 13:40:31
1692909409,1692909409-82,82,2635.6406211853027,2023-08-24 13:40:33
1692909409,1692909409-83,83,2660.628080368042,2023-08-24 13:40:36
1692909409,1692909409-84,84,2611.124277114868,2023-08-24 13:40:39
1692909409,1692909409-85,85,2593.5518741607666,2023-08-24 13:40:41
1692909409,1692909409-86,86,2645.2982425689697,2023-08-24 13:40:44
1692909409,1692909409-87,87,2651.4744758605957,2023-08-24 13:40:47
1692909409,1692909409-88,88,2656.057119369507,2023-08-24 13:40:49
1692909409,1692909409-89,89,2646.165132522583,2023-08-24 13:40:52
1692909409,1692909409-90,90,2584.9769115448,2023-08-24 13:40:54
1692909409,1692909409-91,91,2609.4021797180176,2023-08-24 13:40:57
1692909409,1692909409-92,92,2607.065200805664,2023-08-24 13:41:00
1692909409,1692909409-93,93,2623.4304904937744,2023-08-24 13:41:02
1692909409,1692909409-94,94,2539.661645889282,2023-08-24 13:41:05
1692909409,1692909409-95,95,2598.4246730804443,2023-08-24 13:41:07
1692909409,1692909409-96,96,2638.0791664123535,2023-08-24 13:41:10
1692909409,1692909409-97,97,3174.006223678589,2023-08-24 13:41:13
1692909409,1692909409-98,98,2941.7877197265625,2023-08-24 13:41:16
1692909409,1692909409-99,99,2519.097328186035,2023-08-24 13:41:19
1692909409,1692909409-100,100,2585.313081741333,2023-08-24 13:41:21
1692909409,1692909409-101,101,2912.285089492798,2023-08-24 13:41:24
1692909409,1692909409-102,102,2593.639850616455,2023-08-24 13:41:27
1692909409,1692909409-103,103,2564.7222995758057,2023-08-24 13:41:29
1692909409,1692909409-104,104,3222.9015827178955,2023-08-24 13:41:33
1692909409,1692909409-105,105,2645.693778991699,2023-08-24 13:41:35
1692909409,1692909409-106,106,2859.3757152557373,2023-08-24 13:41:38
1692909409,1692909409-107,107,2616.3086891174316,2023-08-24 13:41:41
1692909409,1692909409-108,108,2578.000068664551,2023-08-24 13:41:43
1692909409,1692909409-109,109,2623.0149269104004,2023-08-24 13:41:46
1692909409,1692909409-110,110,2585.7608318328857,2023-08-24 13:41:48
1692909409,1692909409-111,111,2625.0405311584473,2023-08-24 13:41:51
1692909409,1692909409-112,112,2613.633871078491,2023-08-24 13:41:54
1692909409,1692909409-113,113,2617.008686065674,2023-08-24 13:41:56
1692909409,1692909409-114,114,2660.392999649048,2023-08-24 13:41:59
1692909409,1692909409-115,115,2639.6231651306152,2023-08-24 13:42:02
1692909409,1692909409-116,116,2552.572011947632,2023-08-24 13:42:04
1692909409,1692909409-117,117,2712.68630027771,2023-08-24 13:42:07
1692909409,1692909409-118,118,3109.8012924194336,2023-08-24 13:42:10
1692909409,1692909409-119,119,2565.8891201019287,2023-08-24 13:42:13
1692909409,1692909409-120,120,3234.290838241577,2023-08-24 13:42:16
1692909409,1692909409-121,121,2647.6223468780518,2023-08-24 13:42:18
1692909409,1692909409-122,122,2552.9863834381104,2023-08-24 13:42:21
1692909409,1692909409-123,123,2986.99951171875,2023-08-24 13:42:24
1692909409,1692909409-124,124,2575.3660202026367,2023-08-24 13:42:27
1692909409,1692909409-125,125,2610.6696128845215,2023-08-24 13:42:29
1692909409,1692909409-126,126,2645.5254554748535,2023-08-24 13:42:32
1692909409,1692909409-127,127,3598.5682010650635,2023-08-24 13:42:35
1692909409,1692909409-128,128,3126.495122909546,2023-08-24 13:42:39
1692909409,1692909409-129,129,2587.8190994262695,2023-08-24 13:42:41
1692909409,1692909409-130,130,2626.3904571533203,2023-08-24 13:42:44
1692909409,1692909409-131,131,2603.198289871216,2023-08-24 13:42:46
1692909409,1692909409-132,132,2618.4141635894775,2023-08-24 13:42:49
1692909409,1692909409-133,133,2599.8177528381348,2023-08-24 13:42:52
1692909409,1692909409-134,134,2681.8249225616455,2023-08-24 13:42:54
1692909409,1692909409-135,135,2581.4225673675537,2023-08-24 13:42:57
1692909409,1692909409-136,136,2645.479202270508,2023-08-24 13:42:59
1692909409,1692909409-137,137,2607.3532104492188,2023-08-24 13:43:02
1692909409,1692909409-138,138,2624.4843006134033,2023-08-24 13:43:05
1692909409,1692909409-139,139,2636.0955238342285,2023-08-24 13:43:07
1692909409,1692909409-140,140,2576.6403675079346,2023-08-24 13:43:10
1692909409,1692909409-141,141,3132.9236030578613,2023-08-24 13:43:13
1692909409,1692909409-142,142,3229.0749549865723,2023-08-24 13:43:16
1692909409,1692909409-143,143,2579.143524169922,2023-08-24 13:43:19
1692909409,1692909409-144,144,2818.279504776001,2023-08-24 13:43:22
1692909409,1692909409-145,145,2588.0444049835205,2023-08-24 13:43:24
1692909409,1692909409-146,146,2579.4005393981934,2023-08-24 13:43:27
1692909409,1692909409-147,147,2836.9925022125244,2023-08-24 13:43:30
1692909409,1692909409-148,148,2633.450746536255,2023-08-24 13:43:32
1692909409,1692909409-149,149,2677.2258281707764,2023-08-24 13:43:35
1692909409,1692909409-150,150,2831.0043811798096,2023-08-24 13:43:38
1692909409,1692909409-151,151,3325.7672786712646,2023-08-24 13:43:41
1692909409,1692909409-152,152,3006.83856010437,2023-08-24 13:43:44
1692909409,1692909409-153,153,2568.617582321167,2023-08-24 13:43:47
1692909409,1692909409-154,154,2565.694808959961,2023-08-24 13:43:49
1692909409,1692909409-155,155,2593.7891006469727,2023-08-24 13:43:52
1692909409,1692909409-156,156,2610.1062297821045,2023-08-24 13:43:55
1692909409,1692909409-157,157,2642.754554748535,2023-08-24 13:43:57
1692909409,1692909409-158,158,2579.9784660339355,2023-08-24 13:44:00
1692909409,1692909409-159,159,2621.6018199920654,2023-08-24 13:44:02
1692909409,1692909409-160,160,2550.8925914764404,2023-08-24 13:44:05
1692909409,1692909409-161,161,2576.50089263916,2023-08-24 13:44:07
1692909409,1692909409-162,162,2579.6990394592285,2023-08-24 13:44:10
1692909409,1692909409-163,163,2572.195529937744,2023-08-24 13:44:13
1692909409,1692909409-164,164,2577.9967308044434,2023-08-24 13:44:15
1692909409,1692909409-165,165,2630.645990371704,2023-08-24 13:44:18
1692909409,1692909409-166,166,2566.490650177002,2023-08-24 13:44:20
1692909409,1692909409-167,167,2559.5860481262207,2023-08-24 13:44:23
1692909409,1692909409-168,168,2621.3319301605225,2023-08-24 13:44:26
1692909409,1692909409-169,169,2553.0755519866943,2023-08-24 13:44:28
1692909409,1692909409-170,170,2605.8433055877686,2023-08-24 13:44:31
1692909409,1692909409-171,171,2601.9999980926514,2023-08-24 13:44:33
1692909409,1692909409-172,172,2693.0620670318604,2023-08-24 13:44:36
1692909409,1692909409-173,173,2680.5336475372314,2023-08-24 13:44:39
1692909409,1692909409-174,174,2603.219509124756,2023-08-24 13:44:41
1692909409,1692909409-175,175,2629.441261291504,2023-08-24 13:44:44
1692909409,1692909409-176,176,2631.2215328216553,2023-08-24 13:44:47
1692909409,1692909409-177,177,2741.1105632781982,2023-08-24 13:44:49
1692909409,1692909409-178,178,3122.624635696411,2023-08-24 13:44:52
1692909409,1692909409-179,179,2795.5095767974854,2023-08-24 13:44:55
1692909409,1692909409-180,180,2607.7160835266113,2023-08-24 13:44:58
1692909409,1692909409-181,181,2612.971067428589,2023-08-24 13:45:00
1692909409,1692909409-182,182,3114.435911178589,2023-08-24 13:45:04
1692909409,1692909409-183,183,2634.582042694092,2023-08-24 13:45:06
1692909409,1692909409-184,184,2840.158224105835,2023-08-24 13:45:09
1692909409,1692909409-185,185,2580.098867416382,2023-08-24 13:45:12
1692909409,1692909409-186,186,2825.1025676727295,2023-08-24 13:45:14
1692909409,1692909409-187,187,2622.027635574341,2023-08-24 13:45:17
1692909409,1692909409-188,188,2771.8112468719482,2023-08-24 13:45:20
1692909409,1692909409-189,189,2568.3765411376953,2023-08-24 13:45:22
1692909409,1692909409-190,190,2595.877170562744,2023-08-24 13:45:25
1692909409,1692909409-191,191,2685.7008934020996,2023-08-24 13:45:28
1692909409,1692909409-192,192,2585.5979919433594,2023-08-24 13:45:30
1692909409,1692909409-193,193,2571.9821453094482,2023-08-24 13:45:33
1692909409,1692909409-194,194,2575.617790222168,2023-08-24 13:45:35
1692909409,1692909409-195,195,2701.866865158081,2023-08-24 13:45:38
1692909409,1692909409-196,196,2827.6405334472656,2023-08-24 13:45:41
1692909409,1692909409-197,197,2609.6596717834473,2023-08-24 13:45:44
1692909409,1692909409-198,198,2551.003932952881,2023-08-24 13:45:46
1692909409,1692909409-199,199,2610.478639602661,2023-08-24 13:45:49
1692909409,1692909409-200,200,2730.670213699341,2023-08-24 13:45:51
1692909409,1692909409-201,201,2643.2297229766846,2023-08-24 13:45:54
1692909409,1692909409-202,202,2619.497537612915,2023-08-24 13:45:57
1692909409,1692909409-203,203,2983.8316440582275,2023-08-24 13:46:00
1692909409,1692909409-204,204,2564.178943634033,2023-08-24 13:46:02
1692909409,1692909409-205,205,2591.104507446289,2023-08-24 13:46:05
1692909409,1692909409-206,206,2561.3889694213867,2023-08-24 13:46:07
1692909409,1692909409-207,207,2616.6064739227295,2023-08-24 13:46:10
1692909409,1692909409-208,208,2636.608600616455,2023-08-24 13:46:13
1692909409,1692909409-209,209,2704.6689987182617,2023-08-24 13:46:15
1692909409,1692909409-210,210,2557.323217391968,2023-08-24 13:46:18
1692909409,1692909409-211,211,2817.2080516815186,2023-08-24 13:46:21
1692909409,1692909409-212,212,2628.218173980713,2023-08-24 13:46:23
1692909409,1692909409-213,213,2889.0671730041504,2023-08-24 13:46:26
1692909409,1692909409-214,214,2606.598138809204,2023-08-24 13:46:29
1692909409,1692909409-215,215,2644.2885398864746,2023-08-24 13:46:32
1692909409,1692909409-216,216,2590.178966522217,2023-08-24 13:46:34
1692909409,1692909409-217,217,2634.6817016601562,2023-08-24 13:46:37
1692909409,1692909409-218,218,2961.050033569336,2023-08-24 13:46:40
1692909409,1692909409-219,219,2615.787982940674,2023-08-24 13:46:42
1692909409,1692909409-220,220,2718.496561050415,2023-08-24 13:46:45
1692909409,1692909409-221,221,2599.832773208618,2023-08-24 13:46:48
1692909409,1692909409-222,222,2575.6280422210693,2023-08-24 13:46:50
1692909409,1692909409-223,223,2565.255880355835,2023-08-24 13:46:53
1692909409,1692909409-224,224,2648.0143070220947,2023-08-24 13:46:55
1692909409,1692909409-225,225,2621.3512420654297,2023-08-24 13:46:58
1692909409,1692909409-226,226,3194.1909790039062,2023-08-24 13:47:01
1692909409,1692909409-227,227,2816.7672157287598,2023-08-24 13:47:04
