model,num_nodes,num_processes,num_gpus,num_prompts,prompt_len,model_parallelism,data_parallelism,quantization,machine,inference_time,request_id,timestamp
falcon-7b,1,1,1,1,68,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.162035703659058,f04e0702-091a-4f88-ab00-85878bbbed13,2023-09-28 03:52:53
falcon-7b,1,1,1,1,82,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.6571593284606934,9a6df023-d4e9-4f27-9951-1e6da9a3b869,2023-09-28 03:52:54
falcon-7b,1,1,1,1,75,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.058079481124878,3d5ef76c-283e-4931-a979-c423d9d93d00,2023-09-28 03:52:59
falcon-7b,1,1,1,1,96,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.102537631988525,a9883d6a-c4ef-4919-b429-7434f914031b,2023-09-28 03:53:05
falcon-7b,1,1,1,1,98,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.058027744293213,eafc7b83-147e-40a6-87a6-46d94805d08b,2023-09-28 03:53:11
falcon-7b,1,1,1,1,123,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.434549570083618,46369ca6-d9f1-4245-b782-5cd9f177ce62,2023-09-28 03:53:17
falcon-7b,1,1,1,1,87,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.1918649673461914,4e322e85-2c66-494c-abdb-6e7dadc8011c,2023-09-28 03:53:18
falcon-7b,1,1,1,1,28,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.519447088241577,96ed5671-b84a-428c-9a75-216b1d8f8c5d,2023-09-28 03:53:22
falcon-7b,1,1,1,1,52,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.07539963722229,59096e1d-36cb-4a38-a563-3b72e89f364e,2023-09-28 03:53:28
falcon-7b,1,1,1,1,294,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.7804696559906006,84b63298-f126-4669-b839-2577a06a5e4a,2023-09-28 03:53:31
falcon-7b,1,1,1,1,55,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.153604507446289,48c18d94-2ba0-478e-85bd-c1b8c1b5cc39,2023-09-28 03:53:34
falcon-7b,1,1,1,1,111,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.0227229595184326,72d186ea-2fe2-4bd1-81cd-ecc09cd167b8,2023-09-28 03:53:35
falcon-7b,1,1,1,1,27,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.4074554443359375,12fc8952-1269-4196-9d1a-44a3f3cea866,2023-09-28 03:53:41
falcon-7b,1,1,1,1,141,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.999459981918335,120c6713-cfb1-42c5-8e5a-b98ef5e52ff7,2023-09-28 03:53:43
falcon-7b,1,1,1,1,127,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.6502087116241455,b335f6f4-5017-4af1-8252-10a918cd8d8c,2023-09-28 03:53:47
falcon-7b,1,1,1,1,79,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.9537112712860107,d0bf3b98-85a6-4442-b8ef-5acbda94c79e,2023-09-28 03:53:49
falcon-7b,1,1,1,1,133,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.2200541496276855,952e18ef-65d0-48e3-b317-e3d49b4bfdff,2023-09-28 03:53:50
falcon-7b,1,1,1,1,147,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.6304931640625,bacf6c64-66b5-40ac-a640-0742dbe0fd6a,2023-09-28 03:53:55
falcon-7b,1,1,1,1,84,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.97400426864624,750b6540-4940-40ce-bcf9-382be4fa7e1a,2023-09-28 03:54:01
falcon-7b,1,1,1,1,245,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.013134241104126,e206241b-d28a-4b2e-835c-bee3b9942cf6,2023-09-28 03:54:06
falcon-7b,1,1,1,1,39,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.3504798412323,4ca4b21c-1c52-4018-bcec-8fc0f876a3de,2023-09-28 03:54:13
falcon-7b,1,1,1,1,56,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.2465126514434814,06c8d995-29e1-4e02-b1fb-f838bf88f86c,2023-09-28 03:54:19
falcon-7b,1,1,1,1,206,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.019172668457031,5aeb2142-3e7b-4c37-a9a6-321b32d68b3d,2023-09-28 03:54:24
falcon-7b,1,1,1,1,369,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.750084400177002,c7aa7078-b689-48ec-8c1e-3d28a436e54d,2023-09-28 03:54:28
falcon-7b,1,1,1,1,710,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,0.6031286716461182,7b8d63b5-40dd-46ff-b7c8-52e8598fdc81,2023-09-28 03:54:28
falcon-7b,1,1,1,1,274,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.840928077697754,c3172a15-b52a-44df-8316-dfde4f0eb879,2023-09-28 03:54:31
falcon-7b,1,1,1,1,26,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.301254510879517,28290e50-fd4c-4460-b8e6-8d1bb4770661,2023-09-28 03:54:38
falcon-7b,1,1,1,1,188,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.342811346054077,8cfa54ad-4ea8-4dc3-877c-168e8bbbc585,2023-09-28 03:54:43
falcon-7b,1,1,1,1,48,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.2529613971710205,6c3b9881-1c19-4d21-91ae-73bb567dc75b,2023-09-28 03:54:49
falcon-7b,1,1,1,1,66,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,4.658432722091675,ef329d44-e9bb-4b08-9228-73a2e37bc51b,2023-09-28 03:54:54
falcon-7b,1,1,1,1,54,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.7690629959106445,5ff02147-a1ef-487a-b7f4-443397c539e1,2023-09-28 03:54:57
falcon-7b,1,1,1,1,72,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.1373515129089355,39f776ea-1f40-4750-b58b-a3f35bcb6e84,2023-09-28 03:55:03
falcon-7b,1,1,1,1,84,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.4212396144866943,e6b3bbf6-4384-4616-abb0-5c2642f70a52,2023-09-28 03:55:05
falcon-7b,1,1,1,1,45,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,0.5871474742889404,cf132bce-8bf5-4c53-8410-e667e1ffecc6,2023-09-28 03:55:06
falcon-7b,1,1,1,1,201,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.376646280288696,8d82683b-d222-4f34-954a-c3142700ab5e,2023-09-28 03:55:11
falcon-7b,1,1,1,1,151,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.315029621124268,1aa67ee2-d093-448e-afbb-c2b0f1d8a4f5,2023-09-28 03:55:16
falcon-7b,1,1,1,1,85,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,4.080162286758423,67b0c0af-579b-4c90-9dfb-7dea2b02873c,2023-09-28 03:55:21
falcon-7b,1,1,1,1,86,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.057103872299194,9181b6f1-5a9a-4314-b5df-2efd7191b2e2,2023-09-28 03:55:27
falcon-7b,1,1,1,1,247,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,0.03220176696777344,e26f5669-c2f4-4dfe-a082-08ccfc36b75f,2023-09-28 03:55:27
falcon-7b,1,1,1,1,104,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.559065341949463,4ed15b50-f239-41ee-a814-ee22927cfdfe,2023-09-28 03:55:30
falcon-7b,1,1,1,1,35,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.0103440284729,836a6519-4708-46f8-ba6d-5c51ea716cd8,2023-09-28 03:55:35
falcon-7b,1,1,1,1,48,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.530738115310669,47cf5b7d-3fc1-4f3a-8b82-cac493784494,2023-09-28 03:55:39
falcon-7b,1,1,1,1,98,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.7673676013946533,0d5daaf7-97c1-40ed-9036-24bd1156e667,2023-09-28 03:55:42
falcon-7b,1,1,1,1,171,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.439436435699463,9c891370-c428-4712-9fb5-5e19ba6b6fd0,2023-09-28 03:55:48
falcon-7b,1,1,1,1,40,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,0.970304012298584,15a89ac6-299b-4dfa-a1fe-fa9d54df71d9,2023-09-28 03:55:49
falcon-7b,1,1,1,1,75,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.4162564277648926,0f775476-d202-4b12-a264-7a826f473f75,2023-09-28 03:55:50
falcon-7b,1,1,1,1,557,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.2610135078430176,e64b898d-59d3-41bd-8cc4-375a46ed30c7,2023-09-28 03:55:53
falcon-7b,1,1,1,1,406,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.9199843406677246,3a216496-2141-44c2-ae2c-701c1c3e6b2d,2023-09-28 03:55:56
falcon-7b,1,1,1,1,132,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.901315927505493,bc0e2bae-556c-43c2-a9a3-a9692360f1c8,2023-09-28 03:56:02
falcon-7b,1,1,1,1,114,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.816880941390991,44ee1814-df1a-47e8-a64f-59c557b85c0b,2023-09-28 03:56:08
falcon-7b,1,1,1,1,65,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.191845178604126,87f87796-8d20-4731-82f6-79c9c051fd83,2023-09-28 03:56:14
falcon-7b,1,1,1,1,115,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.999862432479858,9ada3eed-ab4d-4d1a-a125-43a09c35f0ad,2023-09-28 03:56:20
falcon-7b,1,1,1,1,98,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.031540155410767,471a2197-0d76-42a5-ad11-e49f4f7d2b5e,2023-09-28 03:56:26
falcon-7b,1,1,1,1,134,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.856912851333618,f78ce87b-a7ed-4b3b-bfb1-32579f5e2e53,2023-09-28 03:56:32
falcon-7b,1,1,1,1,82,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,4.885262966156006,cabdacb3-f634-4cf6-a2f7-0316afc67c25,2023-09-28 03:56:37
falcon-7b,1,1,1,1,48,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.8081698417663574,d9c79af7-8fe9-45ae-88e0-d1e3cea56dac,2023-09-28 03:56:39
falcon-7b,1,1,1,1,62,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.7294576168060303,628e5dc1-bf5e-42fd-ad41-b2f0d51772de,2023-09-28 03:56:43
falcon-7b,1,1,1,1,455,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,0.033557891845703125,f9f0a734-5d72-457f-a4e7-583dc1f88262,2023-09-28 03:56:43
falcon-7b,1,1,1,1,93,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.5417630672454834,8ec4de2b-6b90-40f1-b697-cd87272ba199,2023-09-28 03:56:44
falcon-7b,1,1,1,1,110,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,4.184088706970215,5c336c8e-0bcd-4ec6-97d0-bb4f5b23679f,2023-09-28 03:56:48
falcon-7b,1,1,1,1,80,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.136617660522461,8a1c0131-504d-4e84-91a1-8001e13f2195,2023-09-28 03:56:52
falcon-7b,1,1,1,1,158,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.7474100589752197,11f80a97-478f-4989-98e3-d8098bff7fa1,2023-09-28 03:56:55
falcon-7b,1,1,1,1,49,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.348764181137085,84aa0524-6ab3-48d1-b8f1-f94b4362c469,2023-09-28 03:56:59
