model,num_nodes,num_processes,num_gpus,num_prompts,prompt_len,model_parallelism,data_parallelism,quantization,machine,inference_time,request_id,timestamp
falcon-7b,1,1,1,1,69,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.613545656204224,6572b1ff-b1b7-45f6-af63-43d1dcebb8a7,2023-09-28 03:57:04
falcon-7b,1,1,1,1,84,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.1458137035369873,04455216-8453-4d76-a8c1-ba35a20441fb,2023-09-28 03:57:05
falcon-7b,1,1,1,1,297,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,4.042889356613159,6d378943-0ccb-4b07-a3a0-765a6cf06f4a,2023-09-28 03:57:10
falcon-7b,1,1,1,1,87,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.1358211040496826,494c7336-3bd4-403d-855f-08d72d286347,2023-09-28 03:57:12
falcon-7b,1,1,1,1,348,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.889326572418213,929b52a4-59db-4fae-80d6-3ec817634ce7,2023-09-28 03:57:16
falcon-7b,1,1,1,1,41,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,6.2935731410980225,19682b97-dd0f-418c-97b8-ac31f33d4be5,2023-09-28 03:57:22
falcon-7b,1,1,1,1,96,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.057624578475952,938ffdaf-1e91-4b8b-8711-c1dfb5123220,2023-09-28 03:57:25
falcon-7b,1,1,1,1,57,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.510851144790649,4ddc6997-2b22-4b4f-bfc3-67a171422ba1,2023-09-28 03:57:30
falcon-7b,1,1,1,1,82,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,4.220712900161743,afaffb31-7836-458d-9f1f-8250838f45da,2023-09-28 03:57:35
falcon-7b,1,1,1,1,51,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,0.945878267288208,53441fce-91be-4c9d-9a01-04e525e5fe74,2023-09-28 03:57:36
falcon-7b,1,1,1,1,100,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,0.41247105598449707,1626c333-ed33-48b4-89c1-7618173bb217,2023-09-28 03:57:36
falcon-7b,1,1,1,1,69,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.5832798480987549,d60babeb-baa8-43ce-9479-80796da95bba,2023-09-28 03:57:38
falcon-7b,1,1,1,1,57,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.1592793464660645,c04015fe-a1d3-4b70-a7fd-5c3d2b222329,2023-09-28 03:57:43
falcon-7b,1,1,1,1,39,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.8340673446655273,8a719ae0-c29a-4437-8739-230d27c69a68,2023-09-28 03:57:46
falcon-7b,1,1,1,1,34,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,0.905519962310791,263d7837-445f-47d2-bc62-32032e3cc32b,2023-09-28 03:57:46
falcon-7b,1,1,1,1,71,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,3.2422993183135986,a0840e6a-ad5a-477f-9582-dfbbc4e25d06,2023-09-28 03:57:50
falcon-7b,1,1,1,1,59,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.768494129180908,adac02a1-12de-498c-b6c0-becd6f2aa433,2023-09-28 03:57:52
falcon-7b,1,1,1,1,95,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.266774892807007,20c1ca5f-6c94-4cb0-a57d-2777f351c43b,2023-09-28 03:57:55
falcon-7b,1,1,1,1,145,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,5.3627588748931885,acb0926a-6cf9-452d-a710-052223a9f356,2023-09-28 03:58:00
falcon-7b,1,1,1,1,629,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,2.6950185298919678,a100648e-c2b5-4a26-a2fb-5e566c7df8b7,2023-09-28 03:58:03
falcon-7b,1,1,1,1,76,accelerate-naive-mp,none,bf16,Standard_NC48ads_A100_v4,1.2975313663482666,d582cab1-4710-4e81-8d76-f772b37e7fcd,2023-09-28 03:58:04
